Picus Variable Ranges Analysis for maci-9b1b1a6-fixed
================================================================================

### Benchmark: ./benchmarks/maci-9b1b1a6-fixed/hasher11_test.circom
x0: #<set: 1>
x3593: bottom
x3594: bottom
x3595: bottom
x3596: bottom
x3597: bottom
x3598: bottom
x3599: bottom
x3600: bottom
x3601: bottom
x3602: bottom
x3603: bottom
x3604: bottom
x3605: bottom
x3606: bottom
x3607: bottom
x3608: bottom
x3609: bottom
x3610: bottom
x3611: bottom
x3612: bottom
x3613: bottom
x3614: bottom
x3615: bottom
x3616: bottom
x3617: bottom
x3618: bottom
x3619: bottom
x3620: bottom
x3621: bottom
x3622: bottom
x3623: bottom
x3624: bottom
x3625: bottom
x3626: bottom
x3627: bottom
x3628: bottom
x3629: bottom
x3630: bottom
x3631: bottom
x3632: bottom
x3633: bottom
x3634: bottom
x3635: bottom
x3636: bottom
x3637: bottom
x3638: bottom
x3639: bottom
x3640: bottom
x3641: bottom
x3642: bottom
x3643: bottom
x3644: bottom
x3645: bottom
x3646: bottom
x3647: bottom
x3648: bottom
x3649: bottom
x3650: bottom
x3651: bottom
x3652: bottom
x3653: bottom
x3654: bottom
x3655: bottom
x3656: bottom
x3657: bottom
x3658: bottom
x3659: bottom
x3660: bottom
x3661: bottom
x3662: bottom
x3663: bottom
x3664: bottom
x3665: bottom
x3666: bottom
x3667: bottom
x3668: bottom
x3669: bottom
x3670: bottom
x3671: bottom
x3672: bottom
x3673: bottom
x3674: bottom
x3675: bottom
x3676: bottom
x3677: bottom
x3678: bottom
x3679: bottom
x3680: bottom
x3681: bottom
x3682: bottom
x3683: bottom
x3684: bottom
x3685: bottom
x3686: bottom
x3687: bottom
x3688: bottom
x3689: bottom
x3690: bottom
x3691: bottom
x3692: bottom
x3693: bottom
x3694: bottom
x3695: bottom
x3696: bottom
x3697: bottom
x3698: bottom
x3699: bottom
x3700: bottom
x3701: bottom
x3702: bottom
x3703: bottom
x3704: bottom
x3705: bottom
x3706: bottom
x3707: bottom
x3708: bottom
x3709: bottom
x3710: bottom
x3711: bottom
x3712: bottom
x3713: bottom
x3714: bottom
x3715: bottom
x3716: bottom
x3717: bottom
x3718: bottom
x3719: bottom
x3720: bottom
x3721: bottom
x3722: bottom
x3723: bottom
x3724: bottom
x3725: bottom
x3726: bottom
x3727: bottom
x3728: bottom
x3729: bottom
x3730: bottom
x3731: bottom
x3732: bottom
x3733: bottom
x3734: bottom
x3735: bottom
x3736: bottom
x3737: bottom
x3738: bottom
x3739: bottom
x3740: bottom
x3741: bottom
x3742: bottom
x3743: bottom
x3744: bottom
x3745: bottom
x3746: bottom
x3747: bottom
x3748: bottom
x3749: bottom
x3750: bottom
x3751: bottom
x3752: bottom
x3753: bottom
x3754: bottom
x3755: bottom
x3756: bottom
x3757: bottom
x3758: bottom
x3759: bottom
x3760: bottom
x3761: bottom
x3762: bottom
x3763: bottom
x3764: bottom
x3765: bottom
x3766: bottom
x3767: bottom
x3768: bottom
x3769: bottom
x3770: bottom
x3771: bottom
x3772: bottom
x3773: bottom
x3774: bottom
x3775: bottom
x3776: bottom
x3777: bottom
x3778: bottom
x3779: bottom
x3780: bottom
x3781: bottom
x3782: bottom
x3783: bottom
x3784: bottom
x3785: bottom
x3786: bottom
x3787: bottom
x3788: bottom
x3789: bottom
x3790: bottom
x3791: bottom
x3792: bottom
x3793: bottom
x3794: bottom
x3795: bottom
x3796: bottom
x3797: bottom
x3798: bottom
x3799: bottom
x3800: bottom
x3801: bottom
x3802: bottom
x3803: bottom
x3804: bottom
x3805: bottom
x3806: bottom
x3807: bottom
x3808: bottom
x3809: bottom
x3810: bottom
x3811: bottom
x3812: bottom
x3813: bottom
x3814: bottom
x3815: bottom
x3816: bottom
x3817: bottom
x3818: bottom
x3819: bottom
x3820: bottom
x3821: bottom
x3822: bottom
x3823: bottom
x3824: bottom
x3825: bottom
x3826: bottom
x3827: bottom
x3828: bottom
x3829: bottom
x3830: bottom
x3831: bottom
x3832: bottom
x3833: bottom
x3834: bottom
x3835: bottom
x3836: bottom
x3837: bottom
x3838: bottom
x3839: bottom
x3840: bottom
x3841: bottom
x3842: bottom
x3843: bottom
x3844: bottom
x3845: bottom
x3846: bottom
x3847: bottom
x3848: bottom
x3849: bottom
x3850: bottom
x3851: bottom
x3852: bottom
x3853: bottom
x3854: bottom
x3855: bottom
x3856: bottom
x3857: bottom
x3858: bottom
x3859: bottom
x3860: bottom
x3861: bottom
x3862: bottom
x3863: bottom
x3864: bottom
x3865: bottom
x3866: bottom
x3867: bottom
x3868: bottom
x3869: bottom
x3870: bottom
x3871: bottom
x3872: bottom
x3873: bottom
x3874: bottom
x3875: bottom
x3876: bottom
x3877: bottom
x3878: bottom
x3879: bottom
x3880: bottom
x3881: bottom
x3882: bottom
x3883: bottom
x3884: bottom
x3885: bottom
x3886: bottom
x3887: bottom
x3888: bottom
x3889: bottom
x3890: bottom
x3891: bottom
x3892: bottom
x3893: bottom
x3894: bottom
x3895: bottom
x3896: bottom
x3897: bottom
x3898: bottom
x3899: bottom
x3900: bottom
x3901: bottom
x3902: bottom
x3903: bottom
x3904: bottom
x3905: bottom
x3906: bottom
x3907: bottom
x3908: bottom
x3909: bottom
x3910: bottom
x3911: bottom
x3912: bottom
x3913: bottom
x3914: bottom
x3915: bottom
x3916: bottom
x3917: bottom
x3918: bottom
x3919: bottom
x3920: bottom
x3921: bottom
x3922: bottom
x3923: bottom
x3924: bottom
x3925: bottom
x3926: bottom
x3927: bottom
x3928: bottom
x3929: bottom
x3930: bottom
x3931: bottom
x3932: bottom
x3933: bottom
x3934: bottom
x3935: bottom
x3936: bottom
x3937: bottom
x3938: bottom
x3939: bottom
x3940: bottom
x3941: bottom
x3942: bottom
x3943: bottom
x3944: bottom
x3945: bottom
x3946: bottom
x3947: bottom
x3948: bottom
x3949: bottom
x3950: bottom
x3951: bottom
x3952: bottom
x3953: bottom
x3954: bottom
x3955: bottom
x3956: bottom
x3957: bottom
x3958: bottom
x3959: bottom
x3960: bottom
x3961: bottom
x3962: bottom
x3963: bottom
x3964: bottom
x3965: bottom
x3966: bottom
x3967: bottom
x3968: bottom
x3969: bottom
x3970: bottom
x3971: bottom
x3972: bottom
x3973: bottom
x3974: bottom
x3975: bottom
x3976: bottom
x3977: bottom
x3978: bottom
x3979: bottom
x3980: bottom
x3981: bottom
x3982: bottom
x3983: bottom
x3984: bottom
x3985: bottom
x3986: bottom
x3987: bottom
x3988: bottom
x3989: bottom
x3990: bottom
x3991: bottom
x3992: bottom
x3993: bottom
x3994: bottom
x3995: bottom
x3996: bottom
x3997: bottom
x3998: bottom
x3999: bottom
x4000: bottom
x4001: bottom
x4002: bottom
x4003: bottom
x4004: bottom
x4005: bottom
x4006: bottom
x4007: bottom
x4008: bottom
x4009: bottom
x4010: bottom
x4011: bottom
x4012: bottom
x4013: bottom
x4014: bottom
x4015: bottom
x4016: bottom
x4017: bottom
x4018: bottom
x4019: bottom
x4020: bottom
x4021: bottom
x4022: bottom
x4023: bottom
x4024: bottom
x4025: bottom
x4026: bottom
x4027: bottom
x4028: bottom
x4029: bottom
x4030: bottom
x4031: bottom
x4032: bottom
x4033: bottom
x4034: bottom
x4035: bottom
x4036: bottom
x4037: bottom
x4038: bottom
x4039: bottom
x4040: bottom
x4041: bottom
x4042: bottom
x4043: bottom
x4044: bottom
x4045: bottom
x4046: bottom
x4047: bottom
x4048: bottom
x4049: bottom
x4050: bottom
x4051: bottom
x4052: bottom
x4053: bottom
x4054: bottom
x4055: bottom
x4056: bottom
x4057: bottom
x4058: bottom
x4059: bottom
x4060: bottom
x4061: bottom
x4062: bottom
x4063: bottom
x4064: bottom
x4065: bottom
x4066: bottom
x4067: bottom
x4068: bottom
x4069: bottom
x4070: bottom
x4071: bottom
x4072: bottom
x4073: bottom
x4074: bottom
x4075: bottom
x4076: bottom
x4077: bottom
x4078: bottom
x4079: bottom
x4080: bottom
x4081: bottom
x4082: bottom
x4083: bottom
x4084: bottom
x4085: bottom
x4086: bottom
x4087: bottom
x4088: bottom
x4089: bottom
x4090: bottom
x4091: bottom
x4092: bottom
x4093: bottom
x4094: bottom
x4095: bottom
x4096: bottom
x4097: bottom
x4098: bottom
x4099: bottom
x4100: bottom
x4101: bottom
x4102: bottom
x4103: bottom
x4104: bottom
x4105: bottom
x4106: bottom
x4107: bottom
x4108: bottom
x4109: bottom
x4110: bottom
x4111: bottom
x4112: bottom
x4113: bottom
x4114: bottom
x4115: bottom
x4116: bottom
x4117: bottom
x4118: bottom
x4119: bottom
x4120: bottom
x4121: bottom
x4122: bottom
x4123: bottom
x4124: bottom
x4125: bottom
x4126: bottom
x4127: bottom
x4128: bottom
x4129: bottom
x4130: bottom
x4131: bottom
x4132: bottom
x4133: bottom
x4134: bottom
x4135: bottom
x4136: bottom
x4137: bottom
x4138: bottom
x4139: bottom
x4140: bottom
x4141: bottom
x4142: bottom
x4143: bottom
x4144: bottom
x4145: bottom
x4146: bottom
x4147: bottom
x4148: bottom
x4149: bottom
x4150: bottom
x4151: bottom
x4152: bottom
x4153: bottom
x4154: bottom
x4155: bottom
x4156: bottom
x4157: bottom
x4158: bottom
x4159: bottom
x4160: bottom
x4161: bottom
x4162: bottom
x4163: bottom
x4164: bottom
x4165: bottom
x4166: bottom
x4167: bottom
x4168: bottom
x4169: bottom
x4170: bottom
x4171: bottom
x4172: bottom
x4173: bottom
x4174: bottom
x4175: bottom
x4176: bottom
x4177: bottom
x4178: bottom
x4179: bottom
x4180: bottom
x4181: bottom
x4182: bottom
x4183: bottom
x4184: bottom
x4185: bottom
x4186: bottom
x4187: bottom
x4188: bottom
x4189: bottom
x4190: bottom
x4191: bottom
x4192: bottom
x4193: bottom
x4194: bottom
x4195: bottom
x4196: bottom
x4197: bottom
x4198: bottom
x4199: bottom
x4200: bottom
x4201: bottom
x4202: bottom
x4203: bottom
x4204: bottom
x4205: bottom
x4206: bottom
x4207: bottom
x4208: bottom
x4209: bottom
x4210: bottom
x4211: bottom
x4212: bottom
x4213: bottom
x4214: bottom
x4215: bottom
x4216: bottom
x4217: bottom
x4218: bottom
x4219: bottom
x4220: bottom
x4221: bottom
x4222: bottom
x4223: bottom
x4224: bottom
x4225: bottom
x4226: bottom
x4227: bottom
x4228: bottom
x4229: bottom
x4230: bottom
x4231: bottom
x4232: bottom
x4233: bottom
x4234: bottom
x4235: bottom
x4236: bottom
x4237: bottom
x4238: bottom
x4239: bottom
x4240: bottom
x4241: bottom
x4242: bottom
x4243: bottom
x4244: bottom
x4245: bottom
x4246: bottom
Restricted variables: 1/4247

================================================================================

### Benchmark: ./benchmarks/maci-9b1b1a6-fixed/publicKey_test.circom
Restricted variables: 0/0

================================================================================

### Benchmark: ./benchmarks/maci-9b1b1a6-fixed/quinTreeInclusionProof_test.circom
Restricted variables: 0/0

================================================================================

